hhid,account_num,account_type,weight,district,urban,gender,age,hh_members,highest_grade_completed,mm_account_cancelled,prefer_cash,mm_trust,mm_account_telco,mm_account_telco_main,v234,agent_trust,v236,v237,v238,v240,v241,v242,v243,v244,v245,v246
1001,1,Mobile Money,145.94444,District_A,Urban,male,32,1,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,,yes,no
1001,2,Bank Account,145.94444,District_A,Urban,male,32,1,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,,yes,no
1001,3,VSLA Account,145.94444,District_A,Urban,male,32,1,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,,yes,no
1002,1,SACCO Account,122.90667,District_B,Rural,male,32,4,primary 3,yes,yes,no,,,,no,,yes,yes,yes,no,no,no,,no,no
1002,2,VSLA Account,122.90667,District_B,Rural,male,32,4,primary 3,yes,yes,no,,,,no,,yes,yes,yes,no,no,no,,no,no
1003,1,Mobile Money,760.46191,District_A,Urban,male,30,8,secondary 6,no,yes,no,Company_A,,yes,no,,no,yes,yes,yes,no,yes,yes,yes,no
1003,2,Bank Account,760.46191,District_A,Urban,male,30,8,secondary 6,no,yes,no,Company_A,,yes,no,,no,yes,yes,yes,no,yes,yes,yes,no
1004,1,Mobile Money,433.96402,District_A,Rural,male,68,4,primary 6,no,yes,no,Company_A,,no,no,,no,no,no,no,no,yes,,no,no
1004,2,Bank Account,433.96402,District_A,Rural,male,68,4,primary 6,no,yes,no,Company_A,,no,no,,no,no,no,no,no,yes,,no,no
1004,3,SACCO Account,433.96402,District_A,Rural,male,68,4,primary 6,no,yes,no,Company_A,,no,no,,no,no,no,no,no,yes,,no,no
1005,1,Mobile Money,303.04395,District_C,Rural,female,28,2,primary 6,no,yes,no,Company_B,,yes,no,no,yes,yes,yes,yes,no,yes,,no,no
1005,2,VSLA Account,303.04395,District_C,Rural,female,28,2,primary 6,no,yes,no,Company_B,,yes,no,no,yes,yes,yes,yes,no,yes,,no,no
1006,1,VSLA Account,1053.4429,District_B,Rural,female,36,7,primary 3,no,yes,,,,,,,,,,,,,,,
1007,1,VSLA Account,259.29567,District_C,Urban,female,66,7,primary 6,yes,yes,no,,,,,,no,yes,no,yes,no,no,,no,no
1008,1,Mobile Money,673.10869,District_B,Rural,male,52,5,primary 4,no,yes,no,Company_A Company_C,Company_A,yes,no,,yes,no,no,yes,no,no,,no,yes
1008,2,SACCO Account,673.10869,District_B,Rural,male,52,5,primary 4,no,yes,no,Company_A Company_C,Company_A,yes,no,,yes,no,no,yes,no,no,,no,yes
1008,3,VSLA Account,673.10869,District_B,Rural,male,52,5,primary 4,no,yes,no,Company_A Company_C,Company_A,yes,no,,yes,no,no,yes,no,no,,no,yes
1009,1,VSLA Account,471.62469,District_C,Rural,female,37,5,primary 6,yes,yes,no,,,,,,yes,yes,yes,no,no,yes,,no,no
1010,1,Mobile Money,289.40952,District_A,Urban,male,45,7,secondary 6,no,yes,no,Company_A Company_B Company_C,Company_A,yes,no,,yes,yes,yes,yes,no,yes,yes,no,no
1010,2,Bank Account,289.40952,District_A,Urban,male,45,7,secondary 6,no,yes,no,Company_A Company_B Company_C,Company_A,yes,no,,yes,yes,yes,yes,no,yes,yes,no,no
1010,3,Online Bank Account,289.40952,District_A,Urban,male,45,7,secondary 6,no,yes,no,Company_A Company_B Company_C,Company_A,yes,no,,yes,yes,yes,yes,no,yes,yes,no,no
1011,1,Mobile Money,233.16049,District_A,Rural,male,25,3,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,yes,,yes,yes,yes,yes,no,no,,no,no
1011,2,VSLA Account,233.16049,District_A,Rural,male,25,3,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,yes,,yes,yes,yes,yes,no,no,,no,no
1012,1,None,1335.6165,District_C,Rural,female,25,6,primary 6,no,no,yes,,,,,,,,,,,,,,
1013,1,Mobile Money,157.29185,District_C,Rural,female,20,1,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,no,,no,no
1013,2,VSLA Account,157.29185,District_C,Rural,female,20,1,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,no,,no,no
1014,1,VSLA Account,390.09477,District_C,Rural,female,32,4,primary 3,no,yes,-97,,,,,,,,,,,,,,
1015,1,Mobile Money,224.36956,District_B,Rural,female,31,5,,no,yes,no,Company_A,,yes,no,,no,yes,no,no,no,yes,,no,no
1015,2,SACCO Account,224.36956,District_B,Rural,female,31,5,,no,yes,no,Company_A,,yes,no,,no,yes,no,no,no,yes,,no,no
1015,3,VSLA Account,224.36956,District_B,Rural,female,31,5,,no,yes,no,Company_A,,yes,no,,no,yes,no,no,no,yes,,no,no
1016,1,VSLA Account,301.16223,District_B,Rural,male,24,3,primary 5,no,yes,no,,,,,,,,,,,,,,
1017,1,None,509.0963,District_A,Urban,female,20,9,other,yes,yes,yes,,,,,,no,no,no,no,no,no,no,no,yes
1018,1,Mobile Money,688.5538,District_C,Rural,female,23,5,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,,,,,,,,,
1018,2,SACCO Account,688.5538,District_C,Rural,female,23,5,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,,,,,,,,,
1019,1,Mobile Money,192.6637,District_C,Rural,female,45,3,primary 6,no,yes,no,Company_A Company_B Company_C,Company_B,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
1019,2,SACCO Account,192.6637,District_C,Rural,female,45,3,primary 6,no,yes,no,Company_A Company_B Company_C,Company_B,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
1019,3,VSLA Account,192.6637,District_C,Rural,female,45,3,primary 6,no,yes,no,Company_A Company_B Company_C,Company_B,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
1020,1,None,278.15822,District_C,Rural,female,70,2,primary 1,no,,,,,,,,,,,,,,,,
1021,1,Mobile Money,211.93007,District_C,Urban,female,33,6,university,no,yes,yes,Company_A Company_B,Company_B,yes,no,no,yes,yes,no,no,no,yes,,no,no
1021,2,Bank Account,211.93007,District_C,Urban,female,33,6,university,no,yes,yes,Company_A Company_B,Company_B,yes,no,no,yes,yes,no,no,no,yes,,no,no
1021,3,SACCO Account,211.93007,District_C,Urban,female,33,6,university,no,yes,yes,Company_A Company_B,Company_B,yes,no,no,yes,yes,no,no,no,yes,,no,no
1022,1,Mobile Money,522.94434,District_C,Rural,male,40,5,secondary 2,no,yes,no,Company_B,,,no,,no,no,no,yes,no,yes,,yes,no
1022,2,SACCO Account,522.94434,District_C,Rural,male,40,5,secondary 2,no,yes,no,Company_B,,,no,,no,no,no,yes,no,yes,,yes,no
1022,3,VSLA Account,522.94434,District_C,Rural,male,40,5,secondary 2,no,yes,no,Company_B,,,no,,no,no,no,yes,no,yes,,yes,no
1023,1,Mobile Money,216.59077,District_B,Rural,male,24,3,primary 3,no,yes,no,Company_B,,yes,,,no,yes,no,yes,no,yes,yes,yes,no
1024,1,Mobile Money,210.97143,District_A,Rural,female,23,3,university,no,yes,no,Company_A,,yes,no,no,no,yes,no,yes,no,yes,,no,no
1024,2,Bank Account,210.97143,District_A,Rural,female,23,3,university,no,yes,no,Company_A,,yes,no,no,no,yes,no,yes,no,yes,,no,no
1025,1,None,1667.6888,District_C,Rural,female,27,5,secondary 2,yes,yes,no,,,,no,,yes,no,yes,no,no,yes,,no,no
1026,1,VSLA Account,204.34289,District_A,Rural,female,21,7,primary 5,no,yes,no,,,,,,,,,,,,,,
1027,1,Mobile Money,433.18154,District_B,Rural,female,21,4,primary 6,no,yes,no,Company_B,,no,no,,no,no,yes,no,no,no,,no,no
1028,1,Mobile Money,137.839,District_A,Rural,male,24,5,primary 4,no,yes,no,Company_B,,no,no,,no,yes,no,no,no,no,,yes,no
1028,2,VSLA Account,137.839,District_A,Rural,male,24,5,primary 4,no,yes,no,Company_B,,no,no,,no,yes,no,no,no,no,,yes,no
1029,1,Mobile Money,108.19048,District_A,Urban,female,39,3,primary 6,no,yes,no,Company_A,,yes,no,no,yes,no,no,no,no,yes,yes,yes,no
1030,1,None,3163.525,District_B,Rural,male,26,3,primary 3,no,yes,no,,,,,,,,,,,,,,
1031,1,Mobile Money,216.59077,District_B,Rural,female,37,5,primary 5,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no
1032,1,Mobile Money,231.95012,District_B,Rural,female,39,6,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,yes,no,no,,no,no
1032,2,Bank Account,231.95012,District_B,Rural,female,39,6,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,yes,no,no,,no,no
1032,3,VSLA Account,231.95012,District_B,Rural,female,39,6,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,yes,no,no,,no,no
1033,1,Mobile Money,1018.9576,District_A,Urban,female,49,7,secondary 6,no,yes,no,Company_A,,no,yes,,no,yes,no,no,no,yes,,no,no
1033,2,Bank Account,1018.9576,District_A,Urban,female,49,7,secondary 6,no,yes,no,Company_A,,no,yes,,no,yes,no,no,no,yes,,no,no
1033,3,SACCO Account,1018.9576,District_A,Urban,female,49,7,secondary 6,no,yes,no,Company_A,,no,yes,,no,yes,no,no,no,yes,,no,no
1033,4,VSLA Account,1018.9576,District_A,Urban,female,49,7,secondary 6,no,yes,no,Company_A,,no,yes,,no,yes,no,no,no,yes,,no,no
1034,1,SACCO Account,163.97105,District_B,Rural,female,25,3,primary 1,yes,yes,no,,,,,,no,no,no,no,no,no,,no,no
1035,1,Mobile Money,573.03776,District_B,Rural,female,50,3,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,no,no,no,no,no,,yes,no
1035,2,VSLA Account,573.03776,District_B,Rural,female,50,3,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,no,no,no,no,no,,yes,no
1036,1,Mobile Money,211.1408,District_B,Rural,male,44,7,,no,yes,no,Company_A,,yes,yes,,yes,no,yes,yes,no,no,,no,no
1036,2,SACCO Account,211.1408,District_B,Rural,male,44,7,,no,yes,no,Company_A,,yes,yes,,yes,no,yes,yes,no,no,,no,no
1037,1,SACCO Account,662.4722,District_C,Rural,female,40,4,primary 6,no,yes,,,,,,,,,,,,,,,
1037,2,VSLA Account,662.4722,District_C,Rural,female,40,4,primary 6,no,yes,,,,,,,,,,,,,,,
1038,1,Mobile Money,443.20889,District_B,Rural,female,24,5,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,yes,,no,yes,no,yes,no,no,yes,no,no
1038,2,Bank Account,443.20889,District_B,Rural,female,24,5,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,yes,,no,yes,no,yes,no,no,yes,no,no
1038,3,VSLA Account,443.20889,District_B,Rural,female,24,5,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,yes,,no,yes,no,yes,no,no,yes,no,no
1039,1,Mobile Money,192.93968,District_A,Urban,female,59,5,tvet,no,yes,yes,Company_A,,no,no,,yes,no,no,yes,no,yes,,no,no
1039,2,Bank Account,192.93968,District_A,Urban,female,59,5,tvet,no,yes,yes,Company_A,,no,no,,yes,no,no,yes,no,yes,,no,no
1040,1,Mobile Money,211.05185,District_B,Rural,female,28,4,primary 2,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no
1040,2,VSLA Account,211.05185,District_B,Rural,female,28,4,primary 2,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no
1041,1,Mobile Money,305.83673,District_C,Rural,female,58,2,primary 4,no,yes,no,Company_B,,yes,no,,no,no,no,no,no,yes,,no,no
1042,1,Mobile Money,646.67991,District_C,Rural,female,26,5,primary 5,no,yes,no,Company_B,,yes,no,,yes,yes,no,no,no,no,,no,no
1042,2,VSLA Account,646.67991,District_C,Rural,female,26,5,primary 5,no,yes,no,Company_B,,yes,no,,yes,yes,no,no,no,no,,no,no
1043,1,Mobile Money,216.59077,District_B,Rural,male,60,4,primary 1,no,yes,no,Company_A Company_B,Company_A,yes,yes,,yes,no,yes,no,no,no,,no,no
1043,2,Bank Account,216.59077,District_B,Rural,male,60,4,primary 1,no,yes,no,Company_A Company_B,Company_A,yes,yes,,yes,no,yes,no,no,no,,no,no
1044,1,Mobile Money,266.7321,District_A,Rural,female,24,3,secondary 6,no,no,no,Company_A Company_B,Company_A,no,no,,yes,no,yes,yes,no,yes,yes,no,no
1044,2,VSLA Account,266.7321,District_A,Rural,female,24,3,secondary 6,no,no,no,Company_A Company_B,Company_A,no,no,,yes,no,yes,yes,no,yes,yes,no,no
1045,1,Mobile Money,229.13024,District_C,Rural,female,65,4,primary 6,no,yes,no,Company_A Company_B,Company_B,no,,,yes,no,no,no,no,no,,no,no
1045,2,SACCO Account,229.13024,District_C,Rural,female,65,4,primary 6,no,yes,no,Company_A Company_B,Company_B,no,,,yes,no,no,no,no,no,,no,no
1046,1,Mobile Money,367.52935,District_B,Rural,female,35,4,primary 1,no,yes,yes,Company_B,,yes,,,yes,yes,yes,yes,yes,no,,no,no
1046,2,SACCO Account,367.52935,District_B,Rural,female,35,4,primary 1,no,yes,yes,Company_B,,yes,,,yes,yes,yes,yes,yes,no,,no,no
1046,3,VSLA Account,367.52935,District_B,Rural,female,35,4,primary 1,no,yes,yes,Company_B,,yes,,,yes,yes,yes,yes,yes,no,,no,no
1047,1,Mobile Money,196.72117,District_C,Rural,male,31,6,tvet,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,yes,no
1047,2,Bank Account,196.72117,District_C,Rural,male,31,6,tvet,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,yes,no
1047,3,VSLA Account,196.72117,District_C,Rural,male,31,6,tvet,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,yes,no
1048,1,SACCO Account,1125.6099,District_B,Rural,female,60,3,,no,yes,no,,,,,,,,,,,,,,
1048,2,VSLA Account,1125.6099,District_B,Rural,female,60,3,,no,yes,no,,,,,,,,,,,,,,
1049,1,SACCO Account,1169.0894,District_C,Rural,female,47,7,primary 6,no,yes,,,,,,,,,,,,,,,
1049,2,VSLA Account,1169.0894,District_C,Rural,female,47,7,primary 6,no,yes,,,,,,,,,,,,,,,
1050,1,VSLA Account,801.16089,District_C,Rural,female,48,2,,yes,yes,no,,,,,,no,yes,no,,,no,,no,no
1051,1,SACCO Account,239.47429,District_C,Rural,male,58,3,primary 6,yes,yes,yes,,,,,,,,,,,,,,
1051,2,VSLA Account,239.47429,District_C,Rural,male,58,3,primary 6,yes,yes,yes,,,,,,,,,,,,,,
1052,1,Mobile Money,578.75569,District_B,Rural,male,23,5,primary 6,no,yes,no,Company_A Company_C,Company_A,yes,no,,yes,yes,no,no,no,no,,no,no
1052,2,VSLA Account,578.75569,District_B,Rural,male,23,5,primary 6,no,yes,no,Company_A Company_C,Company_A,yes,no,,yes,yes,no,no,no,no,,no,no
1053,1,Mobile Money,112.18478,District_B,Rural,female,72,2,,no,yes,no,Company_B,,no,,,no,yes,no,no,no,no,,no,no
1053,2,VSLA Account,112.18478,District_B,Rural,female,72,2,,no,yes,no,Company_B,,no,,,no,yes,no,no,no,no,,no,no
1054,1,None,1702.2592,District_B,Rural,female,28,2,,no,yes,no,,,,,,,,,,,,,,
1055,1,Mobile Money,853.47925,District_C,Rural,female,21,8,secondary 3,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no
1055,2,VSLA Account,853.47925,District_C,Rural,female,21,8,secondary 3,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no
1056,1,Mobile Money,284.43826,District_A,Urban,male,25,8,primary 6,no,yes,no,Company_A Company_B Company_C,Company_A,yes,no,no,no,no,no,yes,no,yes,,yes,no
1056,2,VSLA Account,284.43826,District_A,Urban,male,25,8,primary 6,no,yes,no,Company_A Company_B Company_C,Company_A,yes,no,no,no,no,no,yes,no,yes,,yes,no
1057,1,VSLA Account,521.87367,District_B,Rural,male,33,6,,no,yes,no,,,,,,,,,,,,,,
1058,1,SACCO Account,63.637037,District_A,Urban,female,66,7,primary 4,yes,no,,,,,,,,,,,,,,,
1059,1,Mobile Money,283.23302,District_A,Urban,male,32,2,primary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,yes,no,yes,yes,no,no
1060,1,Mobile Money,291.88889,District_A,Urban,female,62,3,secondary 3,no,yes,no,Company_A,,no,no,,yes,yes,no,yes,yes,yes,,no,no
1060,2,Bank Account,291.88889,District_A,Urban,female,62,3,secondary 3,no,yes,no,Company_A,,no,no,,yes,yes,no,yes,yes,yes,,no,no
1060,3,SACCO Account,291.88889,District_A,Urban,female,62,3,secondary 3,no,yes,no,Company_A,,no,no,,yes,yes,no,yes,yes,yes,,no,no
1060,4,VSLA Account,291.88889,District_A,Urban,female,62,3,secondary 3,no,yes,no,Company_A,,no,no,,yes,yes,no,yes,yes,yes,,no,no
1061,1,Mobile Money,308.39283,District_C,Rural,male,31,4,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no
1061,2,SACCO Account,308.39283,District_C,Rural,male,31,4,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no
1061,3,VSLA Account,308.39283,District_C,Rural,male,31,4,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no
1062,1,Bank Account,2089.3462,District_C,Rural,female,51,3,,no,yes,no,,,,,,,,,,,,,,
1062,3,SACCO Account,2089.3462,District_C,Rural,female,51,3,,no,yes,no,,,,,,,,,,,,,,
1062,4,VSLA Account,2089.3462,District_C,Rural,female,51,3,,no,yes,no,,,,,,,,,,,,,,
1063,1,None,180.51396,District_A,Urban,female,28,5,primary 6,yes,yes,no,,,,,,yes,yes,no,yes,no,yes,,no,no
1064,1,Mobile Money,281.29524,District_A,Rural,female,30,6,primary 3,no,yes,no,Company_B Company_C,Company_B,yes,no,,yes,yes,no,yes,no,yes,,no,no
1064,2,SACCO Account,281.29524,District_A,Rural,female,30,6,primary 3,no,yes,no,Company_B Company_C,Company_B,yes,no,,yes,yes,no,yes,no,yes,,no,no
1065,1,VSLA Account,111.34603,District_A,Rural,female,33,7,,no,yes,no,,,,,,,,,,,,,,
1066,1,Mobile Money,186.52551,District_B,Rural,male,79,5,,no,yes,no,Company_A,,,no,,no,no,no,no,no,no,,no,no
1066,2,VSLA Account,186.52551,District_B,Rural,male,79,5,,no,yes,no,Company_A,,,no,,no,no,no,no,no,no,,no,no
1067,1,Mobile Money,448.73912,District_B,Rural,male,35,5,primary 3,no,yes,no,Company_A,,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no
1067,2,VSLA Account,448.73912,District_B,Rural,male,35,5,primary 3,no,yes,no,Company_A,,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no
1068,1,Bank Account,611.67347,District_C,Rural,male,48,5,university,no,yes,yes,,,,,,,yes,yes,,no,,,,no
1069,1,Mobile Money,528.83049,District_C,Rural,male,23,4,secondary 2,no,yes,no,Company_B,,no,,,no,yes,no,yes,no,no,,no,no
1069,2,VSLA Account,528.83049,District_C,Rural,male,23,4,secondary 2,no,yes,no,Company_B,,no,,,no,yes,no,yes,no,no,,no,no
1070,1,None,264.95284,District_B,Rural,female,28,4,primary 4,no,yes,no,,,,,,,,,,,,,,
1071,1,None,491.01151,District_B,Rural,female,38,6,,no,yes,,,,,,,,,,,,,,,
1072,1,SACCO Account,331.89846,District_C,Rural,male,65,5,,no,yes,no,,,,,,,,,,,,,,
1072,2,VSLA Account,331.89846,District_C,Rural,male,65,5,,no,yes,no,,,,,,,,,,,,,,
1073,1,SACCO Account,255.37954,District_B,Rural,male,29,4,primary 1,yes,yes,,,,,,,yes,yes,no,no,no,yes,,no,no
1073,2,VSLA Account,255.37954,District_B,Rural,male,29,4,primary 1,yes,yes,,,,,,,yes,yes,no,no,no,yes,,no,no
1074,1,Mobile Money,265.27473,District_A,Rural,male,32,3,tvet,no,yes,no,Company_B,,yes,no,no,no,yes,no,no,no,yes,,yes,no
1075,1,Mobile Money,213.87654,District_A,Urban,male,43,1,secondary 3,no,yes,yes,Company_A,,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no
1075,2,Bank Account,213.87654,District_A,Urban,male,43,1,secondary 3,no,yes,yes,Company_A,,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no
1075,3,VSLA Account,213.87654,District_A,Urban,male,43,1,secondary 3,no,yes,yes,Company_A,,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no
1076,1,Mobile Money,214.48889,District_C,Rural,male,43,6,primary 6,no,yes,no,Company_B,,no,no,,no,no,no,yes,no,yes,,no,no
1077,1,Mobile Money,176.62652,District_A,Rural,female,31,4,primary 2,no,yes,no,Company_B Company_C,Company_C,yes,,,no,yes,no,no,no,yes,,no,no
1077,2,SACCO Account,176.62652,District_A,Rural,female,31,4,primary 2,no,yes,no,Company_B Company_C,Company_C,yes,,,no,yes,no,no,no,yes,,no,no
1077,3,VSLA Account,176.62652,District_A,Rural,female,31,4,primary 2,no,yes,no,Company_B Company_C,Company_C,yes,,,no,yes,no,no,no,yes,,no,no
1078,1,SACCO Account,493.98843,District_B,Rural,female,46,6,primary 3,yes,,yes,,,,,,,,,,,,,,
1079,1,Mobile Money,158.79677,District_B,Rural,female,26,3,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,no,no,yes,,no,no
1079,2,Bank Account,158.79677,District_B,Rural,female,26,3,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,no,no,yes,,no,no
1079,3,VSLA Account,158.79677,District_B,Rural,female,26,3,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,no,no,yes,,no,no
1080,1,Mobile Money,249.18064,District_B,Rural,female,26,5,secondary 6,no,yes,no,Company_B,,no,,,no,no,no,no,no,no,,no,no
1081,1,Mobile Money,337.16148,District_C,Rural,male,27,3,secondary 6,no,yes,no,Company_B,,yes,yes,,yes,yes,no,yes,no,yes,yes,yes,yes
1081,2,SACCO Account,337.16148,District_C,Rural,male,27,3,secondary 6,no,yes,no,Company_B,,yes,yes,,yes,yes,no,yes,no,yes,yes,yes,yes
1081,3,VSLA Account,337.16148,District_C,Rural,male,27,3,secondary 6,no,yes,no,Company_B,,yes,yes,,yes,yes,no,yes,no,yes,yes,yes,yes
1082,1,Mobile Money,229.90475,District_A,Rural,male,32,7,secondary 4,no,yes,no,Company_A,,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no
1082,2,VSLA Account,229.90475,District_A,Rural,male,32,7,secondary 4,no,yes,no,Company_A,,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no
1083,1,Mobile Money,357.3637,District_A,Urban,male,19,4,secondary 5,no,yes,no,Company_A,,no,,no,yes,yes,yes,yes,no,yes,yes,yes,no
1083,2,VSLA Account,357.3637,District_A,Urban,male,19,4,secondary 5,no,yes,no,Company_A,,no,,no,yes,yes,yes,yes,no,yes,yes,yes,no
1084,1,VSLA Account,198.32667,District_B,Rural,female,26,2,primary 2,yes,yes,no,,,,no,,yes,yes,no,no,no,no,,no,no
1085,1,SACCO Account,352.04128,District_B,Rural,male,50,8,primary 6,yes,yes,no,,,,,,no,yes,yes,no,no,yes,,no,no
1085,2,VSLA Account,352.04128,District_B,Rural,male,50,8,primary 6,yes,yes,no,,,,,,no,yes,yes,no,no,yes,,no,no
1086,1,Mobile Money,541.13374,District_C,Rural,male,47,5,primary 6,no,yes,no,Company_B,,no,,,no,no,no,no,no,yes,,no,no
1086,2,Bank Account,541.13374,District_C,Rural,male,47,5,primary 6,no,yes,no,Company_B,,no,,,no,no,no,no,no,yes,,no,no
1087,1,Mobile Money,176.62652,District_A,Rural,male,38,5,primary 6,no,yes,no,Company_A Company_B,Company_B,no,yes,,yes,no,no,yes,no,no,,no,yes
1087,2,Bank Account,176.62652,District_A,Rural,male,38,5,primary 6,no,yes,no,Company_A Company_B,Company_B,no,yes,,yes,no,no,yes,no,no,,no,yes
1088,1,Mobile Money,231.95012,District_B,Rural,female,38,3,primary 3,no,yes,no,Company_A Company_B,Company_A,-97,no,,no,no,no,no,no,no,,no,no
1088,2,SACCO Account,231.95012,District_B,Rural,female,38,3,primary 3,no,yes,no,Company_A Company_B,Company_A,-97,no,,no,no,no,no,no,no,,no,no
1089,1,Mobile Money,190.22255,District_B,Rural,female,60,7,primary 2,no,yes,no,Company_C,,-97,,,no,yes,no,yes,no,yes,,no,no
1090,1,Mobile Money,215.62236,District_B,Rural,male,18,7,primary 6,no,yes,no,Company_B,,yes,no,no,no,no,no,no,no,yes,,no,no
1091,1,Mobile Money,283.23302,District_A,Urban,female,43,4,primary 3,no,yes,no,Company_A,,yes,no,,no,yes,no,no,no,yes,,no,no
1091,2,VSLA Account,283.23302,District_A,Urban,female,43,4,primary 3,no,yes,no,Company_A,,yes,no,,no,yes,no,no,no,yes,,no,no
1092,1,Mobile Money,457.40615,District_C,Rural,female,27,5,primary 6,no,yes,no,Company_B,,yes,no,,no,no,no,yes,no,no,,yes,no
1092,2,SACCO Account,457.40615,District_C,Rural,female,27,5,primary 6,no,yes,no,Company_B,,yes,no,,no,no,no,yes,no,no,,yes,no
1093,1,Mobile Money,267.32089,District_C,Rural,female,30,4,primary 5,no,yes,no,Company_B,,yes,,,,,,,,,,,
1093,2,Bank Account,267.32089,District_C,Rural,female,30,4,primary 5,no,yes,no,Company_B,,yes,,,,,,,,,,,
1093,3,SACCO Account,267.32089,District_C,Rural,female,30,4,primary 5,no,yes,no,Company_B,,yes,,,,,,,,,,,
1093,4,VSLA Account,267.32089,District_C,Rural,female,30,4,primary 5,no,yes,no,Company_B,,yes,,,,,,,,,,,
1094,1,Mobile Money,183.92381,District_A,Rural,male,32,8,secondary 6,no,yes,yes,Company_A Company_B,Company_A,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes
1094,2,Bank Account,183.92381,District_A,Rural,male,32,8,secondary 6,no,yes,yes,Company_A Company_B,Company_A,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes
1094,3,VSLA Account,183.92381,District_A,Rural,male,32,8,secondary 6,no,yes,yes,Company_A Company_B,Company_A,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes
1095,1,Mobile Money,377.37208,District_A,Urban,female,29,5,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,no,no,yes,,yes,no
1095,2,SACCO Account,377.37208,District_A,Urban,female,29,5,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,no,no,yes,,yes,no
1096,1,None,427.75309,District_A,Urban,female,25,4,primary 4,yes,yes,no,,,,no,,yes,yes,no,yes,no,yes,,no,no
1097,1,Mobile Money,213.21275,District_C,Rural,female,62,3,primary 4,no,yes,no,Company_A,,yes,no,,no,yes,no,no,no,no,,no,no
1097,2,SACCO Account,213.21275,District_C,Rural,female,62,3,primary 4,no,yes,no,Company_A,,yes,no,,no,yes,no,no,no,no,,no,no
1097,3,VSLA Account,213.21275,District_C,Rural,female,62,3,primary 4,no,yes,no,Company_A,,yes,no,,no,yes,no,no,no,no,,no,no
1098,1,Mobile Money,582.19838,District_B,Rural,male,29,6,secondary 6,no,no,yes,Company_A Company_B,Company_B,yes,,,yes,no,yes,yes,no,no,yes,yes,no
1098,2,Bank Account,582.19838,District_B,Rural,male,29,6,secondary 6,no,no,yes,Company_A Company_B,Company_B,yes,,,yes,no,yes,yes,no,no,yes,yes,no
