hhid,account_num,account_type,weight,district,urban,gender,age,hh_members,highest_grade_completed,mm_account_cancelled,prefer_cash,mm_trust,mm_account_telco,mm_account_telco_main,v234,agent_trust,v236,v237,v238,v240,v241,v242,v243,v244,v245,v246
1657,2,Bank Account,211.93007,District_C,Urban,female,39,5,university,no,yes,no,Company_A Company_B,Company_A,no,yes,,no,yes,no,yes,no,yes,yes,no,no
1657,3,VSLA Account,211.93007,District_C,Urban,female,39,5,university,no,yes,no,Company_A Company_B,Company_A,no,yes,,no,yes,no,yes,no,yes,yes,no,no
1658,1,Mobile Money,196.98173,District_B,Rural,female,31,3,primary 4,no,yes,no,Company_A,,no,no,,no,yes,no,no,no,no,,no,no
1658,2,SACCO Account,196.98173,District_B,Rural,female,31,3,primary 4,no,yes,no,Company_A,,no,no,,no,yes,no,no,no,no,,no,no
1658,3,VSLA Account,196.98173,District_B,Rural,female,31,3,primary 4,no,yes,no,Company_A,,no,no,,no,yes,no,no,no,no,,no,no
1659,1,Mobile Money,176.62652,District_A,Rural,female,49,3,primary 2,no,yes,no,Company_A Company_B,Company_A,no,,,no,yes,no,no,no,no,,no,no
1659,2,VSLA Account,176.62652,District_A,Rural,female,49,3,primary 2,no,yes,no,Company_A Company_B,Company_A,no,,,no,yes,no,no,no,no,,no,no
1660,1,Mobile Money,236.69323,District_A,Rural,male,30,4,primary 6,no,yes,yes,Company_B,,yes,no,,no,yes,yes,no,no,no,,no,no
1660,2,SACCO Account,236.69323,District_A,Rural,male,30,4,primary 6,no,yes,yes,Company_B,,yes,no,,no,yes,yes,no,no,no,,no,no
1660,3,VSLA Account,236.69323,District_A,Rural,male,30,4,primary 6,no,yes,yes,Company_B,,yes,no,,no,yes,yes,no,no,no,,no,no
1661,1,Mobile Money,375.51111,District_A,Urban,male,43,9,secondary 6,no,yes,no,Company_A,,yes,no,no,no,no,no,yes,no,yes,,no,no
1662,1,SACCO Account,138.6321,District_B,Rural,female,56,5,primary 2,yes,yes,no,,,,,,no,no,no,,,yes,,no,no
1663,1,Mobile Money,202.9265,District_A,Urban,female,46,5,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no
1663,2,Bank Account,202.9265,District_A,Urban,female,46,5,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no
1664,1,Mobile Money,582.84748,District_C,Rural,male,20,2,secondary 3,no,yes,yes,Company_B,,yes,,,yes,yes,no,no,no,yes,,no,no
1664,2,VSLA Account,582.84748,District_C,Rural,male,20,2,secondary 3,no,yes,yes,Company_B,,yes,,,yes,yes,no,no,no,yes,,no,no
1665,1,Mobile Money,3157.2247,District_A,Urban,male,58,12,tvet,no,yes,,Company_A,,yes,,,yes,yes,yes,yes,no,yes,,yes,no
1665,2,Bank Account,3157.2247,District_A,Urban,male,58,12,tvet,no,yes,,Company_A,,yes,,,yes,yes,yes,yes,no,yes,,yes,no
1666,1,Mobile Money,702.51098,District_C,Rural,female,30,3,,no,yes,no,Company_A,,no,yes,,no,no,no,no,no,no,,no,no
1666,2,SACCO Account,702.51098,District_C,Rural,female,30,3,,no,yes,no,Company_A,,no,yes,,no,no,no,no,no,no,,no,no
1666,3,VSLA Account,702.51098,District_C,Rural,female,30,3,,no,yes,no,Company_A,,no,yes,,no,no,no,no,no,no,,no,no
1667,1,Mobile Money,90.311111,District_C,Rural,female,30,6,secondary 2,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,yes,no,no,,no,no
1667,2,VSLA Account,90.311111,District_C,Rural,female,30,6,secondary 2,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,yes,no,no,,no,no
1668,1,Mobile Money,192.93968,District_A,Urban,female,32,3,university,no,yes,no,Company_A Company_B,Company_A,no,no,no,yes,yes,yes,yes,no,yes,,no,no
1668,2,Bank Account,192.93968,District_A,Urban,female,32,3,university,no,yes,no,Company_A Company_B,Company_A,no,no,no,yes,yes,yes,yes,no,yes,,no,no
1668,3,SACCO Account,192.93968,District_A,Urban,female,32,3,university,no,yes,no,Company_A Company_B,Company_A,no,no,no,yes,yes,yes,yes,no,yes,,no,no
1669,1,VSLA Account,89.386667,District_B,Rural,female,29,2,primary 6,yes,yes,no,,,,,,no,yes,no,no,no,yes,,no,no
1670,1,Mobile Money,113.77531,District_A,Urban,female,56,3,university,no,no,no,Company_A,,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no
1670,2,Bank Account,113.77531,District_A,Urban,female,56,3,university,no,no,no,Company_A,,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no
1670,3,VSLA Account,113.77531,District_A,Urban,female,56,3,university,no,no,no,Company_A,,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no
1671,1,Mobile Money,232.76503,District_B,Rural,female,40,3,tvet,no,yes,no,Company_A,,,no,,no,yes,no,yes,no,yes,,no,no
1671,2,SACCO Account,232.76503,District_B,Rural,female,40,3,tvet,no,yes,no,Company_A,,,no,,no,yes,no,yes,no,yes,,no,no
1671,3,VSLA Account,232.76503,District_B,Rural,female,40,3,tvet,no,yes,no,Company_A,,,no,,no,yes,no,yes,no,yes,,no,no
1672,1,Mobile Money,497.60684,District_A,Urban,female,42,7,primary 6,no,no,no,Company_A Company_B,Company_B,no,yes,,yes,yes,yes,yes,no,yes,no,yes,no
1672,2,Bank Account,497.60684,District_A,Urban,female,42,7,primary 6,no,no,no,Company_A Company_B,Company_B,no,yes,,yes,yes,yes,yes,no,yes,no,yes,no
1672,3,SACCO Account,497.60684,District_A,Urban,female,42,7,primary 6,no,no,no,Company_A Company_B,Company_B,no,yes,,yes,yes,yes,yes,no,yes,no,yes,no
1672,4,VSLA Account,497.60684,District_A,Urban,female,42,7,primary 6,no,no,no,Company_A Company_B,Company_B,no,yes,,yes,yes,yes,yes,no,yes,no,yes,no
1673,1,Mobile Money,250.34074,District_A,Urban,female,26,4,primary 5,no,yes,no,Company_B,,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no
1674,1,Mobile Money,561.54313,District_C,Rural,male,31,3,primary 5,no,yes,no,Company_B,,yes,no,,yes,no,no,no,no,no,,no,no
1674,2,SACCO Account,561.54313,District_C,Rural,male,31,3,primary 5,no,yes,no,Company_B,,yes,no,,yes,no,no,no,no,no,,no,no
1674,3,VSLA Account,561.54313,District_C,Rural,male,31,3,primary 5,no,yes,no,Company_B,,yes,no,,yes,no,no,no,no,no,,no,no
1675,1,Mobile Money,330.51358,District_C,Rural,female,30,5,secondary 6,no,yes,no,Company_B,,no,no,no,yes,no,no,no,no,yes,,yes,no
1675,2,SACCO Account,330.51358,District_C,Rural,female,30,5,secondary 6,no,yes,no,Company_B,,no,no,no,yes,no,no,no,no,yes,,yes,no
1675,3,VSLA Account,330.51358,District_C,Rural,female,30,5,secondary 6,no,yes,no,Company_B,,no,no,no,yes,no,no,no,no,yes,,yes,no
1676,1,Mobile Money,267.19959,District_A,Urban,male,28,3,university,no,yes,no,Company_A,,yes,no,no,yes,yes,no,yes,no,yes,,yes,no
1676,2,Bank Account,267.19959,District_A,Urban,male,28,3,university,no,yes,no,Company_A,,yes,no,no,yes,yes,no,yes,no,yes,,yes,no
1676,3,Online Bank Account,267.19959,District_A,Urban,male,28,3,university,no,yes,no,Company_A,,yes,no,no,yes,yes,no,yes,no,yes,,yes,no
1677,1,Mobile Money,136.87333,District_B,Rural,female,42,1,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,no,no,yes,,no,no
1677,2,SACCO Account,136.87333,District_B,Rural,female,42,1,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,no,no,yes,,no,no
1678,1,Mobile Money,291.88889,District_A,Urban,male,27,3,secondary 6,no,yes,no,Company_A,,no,yes,yes,yes,yes,yes,yes,no,yes,,no,no
1678,2,Bank Account,291.88889,District_A,Urban,male,27,3,secondary 6,no,yes,no,Company_A,,no,yes,yes,yes,yes,yes,yes,no,yes,,no,no
1678,3,VSLA Account,291.88889,District_A,Urban,male,27,3,secondary 6,no,yes,no,Company_A,,no,yes,yes,yes,yes,yes,yes,no,yes,,no,no
1679,1,Mobile Money,126.82385,District_B,Rural,female,18,4,primary 6,no,yes,no,Company_B,Company_B,yes,,,no,no,no,no,no,yes,,no,no
1680,1,Mobile Money,151.46667,District_A,Urban,female,48,2,other,no,,no,Company_A Company_C,Company_A,,no,no,yes,no,no,yes,no,yes,,no,no
1680,2,Bank Account,151.46667,District_A,Urban,female,48,2,other,no,,no,Company_A Company_C,Company_A,,no,no,yes,no,no,yes,no,yes,,no,no
1680,3,SACCO Account,151.46667,District_A,Urban,female,48,2,other,no,,no,Company_A Company_C,Company_A,,no,no,yes,no,no,yes,no,yes,,no,no
1680,4,VSLA Account,151.46667,District_A,Urban,female,48,2,other,no,,no,Company_A Company_C,Company_A,,no,no,yes,no,no,yes,no,yes,,no,no
1681,1,Mobile Money,312.80485,District_C,Rural,male,33,4,primary 5,no,yes,yes,Company_A Company_B,Company_B,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no
1681,2,SACCO Account,312.80485,District_C,Rural,male,33,4,primary 5,no,yes,yes,Company_A Company_B,Company_B,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no
1681,3,VSLA Account,312.80485,District_C,Rural,male,33,4,primary 5,no,yes,yes,Company_A Company_B,Company_B,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no
1682,1,VSLA Account,172.82538,District_B,Rural,female,41,8,primary 6,yes,yes,no,,,,,,no,no,no,no,no,no,,no,no
1683,1,None,336.50332,District_C,Rural,male,29,2,primary 4,no,yes,no,,,,,,,,,,,,,,
1684,1,Mobile Money,201.28313,District_C,Rural,male,34,6,primary 3,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,no,yes,,no,no
1684,2,SACCO Account,201.28313,District_C,Rural,male,34,6,primary 3,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,no,yes,,no,no
1684,3,VSLA Account,201.28313,District_C,Rural,male,34,6,primary 3,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,no,yes,,no,no
1685,1,Mobile Money,344.8675,District_C,Rural,female,50,4,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,,,no,yes,no,no,no,no,,no,no
1685,2,SACCO Account,344.8675,District_C,Rural,female,50,4,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,,,no,yes,no,no,no,no,,no,no
1685,3,VSLA Account,344.8675,District_C,Rural,female,50,4,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,,,no,yes,no,no,no,no,,no,no
1686,1,Mobile Money,211.05185,District_B,Rural,female,63,2,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,no,,no,no
1686,2,SACCO Account,211.05185,District_B,Rural,female,63,2,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,no,,no,no
1686,3,VSLA Account,211.05185,District_B,Rural,female,63,2,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,no,,no,no
1687,1,VSLA Account,950.77684,District_B,Rural,female,38,5,primary 6,no,yes,no,,,,,,,,,,,,,,
1688,1,VSLA Account,1036.3164,District_B,Rural,female,32,5,primary 3,no,yes,no,,,,,,,,,,,,,,
1689,1,SACCO Account,132.47642,District_B,Rural,female,25,3,primary 6,yes,yes,no,,,,no,,yes,yes,no,no,no,yes,,no,no
1689,2,VSLA Account,132.47642,District_B,Rural,female,25,3,primary 6,yes,yes,no,,,,no,,yes,yes,no,no,no,yes,,no,no
1690,1,Mobile Money,211.79047,District_C,Rural,male,28,3,secondary 2,no,yes,no,Company_B,,yes,no,,yes,no,no,yes,no,no,,no,no
1690,2,SACCO Account,211.79047,District_C,Rural,male,28,3,secondary 2,no,yes,no,Company_B,,yes,no,,yes,no,no,yes,no,no,,no,no
1690,3,VSLA Account,211.79047,District_C,Rural,male,28,3,secondary 2,no,yes,no,Company_B,,yes,no,,yes,no,no,yes,no,no,,no,no
1691,1,None,197.04116,District_B,Rural,male,29,5,primary 1,yes,yes,no,,,,,,no,yes,no,no,,no,,no,no
1692,1,Mobile Money,317.89512,District_C,Urban,female,27,5,university,no,yes,no,Company_A,,-97,no,no,yes,no,no,yes,no,yes,,yes,no
1692,2,Bank Account,317.89512,District_C,Urban,female,27,5,university,no,yes,no,Company_A,,-97,no,no,yes,no,no,yes,no,yes,,yes,no
1692,3,VSLA Account,317.89512,District_C,Urban,female,27,5,university,no,yes,no,Company_A,,-97,no,no,yes,no,no,yes,no,yes,,yes,no
1693,1,Mobile Money,227.60494,District_B,Rural,male,41,7,primary 6,no,yes,no,Company_A,,yes,yes,,yes,no,no,yes,no,no,,no,no
1693,2,SACCO Account,227.60494,District_B,Rural,male,41,7,primary 6,no,yes,no,Company_A,,yes,yes,,yes,no,no,yes,no,no,,no,no
1693,3,VSLA Account,227.60494,District_B,Rural,male,41,7,primary 6,no,yes,no,Company_A,,yes,yes,,yes,no,no,yes,no,no,,no,no
1694,1,Mobile Money,178.77333,District_B,Rural,female,29,4,,no,yes,no,Company_B,,yes,,,no,yes,no,no,no,no,,no,no
1694,2,VSLA Account,178.77333,District_B,Rural,female,29,4,,no,yes,no,Company_B,,yes,,,no,yes,no,no,no,no,,no,no
1695,1,None,282.41434,District_A,Urban,female,61,4,primary 6,no,yes,no,,,,,,,,,,,,,,
1696,1,Mobile Money,587.3981,District_B,Rural,female,34,6,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,,,yes,no,no,yes,no,no,no,no,no
1696,2,SACCO Account,587.3981,District_B,Rural,female,34,6,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,,,yes,no,no,yes,no,no,no,no,no
1697,1,Mobile Money,479.93906,District_C,Rural,female,39,5,primary 6,no,yes,no,Company_B,,yes,no,,no,no,no,no,no,no,,no,no
1698,1,Mobile Money,522.94434,District_C,Rural,male,32,4,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,yes,no,no
1698,2,Bank Account,522.94434,District_C,Rural,male,32,4,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,yes,no,no
1698,3,SACCO Account,522.94434,District_C,Rural,male,32,4,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,yes,no,no
1699,1,Mobile Money,111.34603,District_A,Rural,female,44,5,other,no,yes,no,Company_A,,,,,,,,,,,,,
1699,2,VSLA Account,111.34603,District_A,Rural,female,44,5,other,no,yes,no,Company_A,,,,,,,,,,,,,
1700,1,None,641.62963,District_A,Urban,female,27,11,secondary 2,yes,yes,no,,,,no,,yes,yes,no,no,,yes,yes,yes,no
1701,1,None,1528.1378,District_C,Rural,female,36,4,primary 4,yes,yes,no,,,,,,no,no,no,yes,no,yes,yes,no,no
1702,1,Mobile Money,287.83331,District_C,Rural,female,42,4,primary 4,no,yes,no,Company_B,,yes,,,no,yes,no,yes,no,yes,,no,no
1702,2,SACCO Account,287.83331,District_C,Rural,female,42,4,primary 4,no,yes,no,Company_B,,yes,,,no,yes,no,yes,no,yes,,no,no
1702,3,VSLA Account,287.83331,District_C,Rural,female,42,4,primary 4,no,yes,no,Company_B,,yes,,,no,yes,no,yes,no,yes,,no,no
1703,1,Mobile Money,318.02333,District_B,Rural,male,41,10,primary 3,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,yes,,no,no
1703,2,VSLA Account,318.02333,District_B,Rural,male,41,10,primary 3,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,yes,,no,no
1704,1,Mobile Money,471.62469,District_C,Rural,female,55,2,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,no,no
1704,2,SACCO Account,471.62469,District_C,Rural,female,55,2,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,no,no
1705,1,Mobile Money,298.02667,District_C,Rural,female,31,5,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no
1705,2,SACCO Account,298.02667,District_C,Rural,female,31,5,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no
1706,1,Mobile Money,360.02963,District_B,Rural,female,28,4,primary 2,no,yes,no,Company_A,,no,no,,yes,no,no,yes,no,no,,no,no
1706,2,VSLA Account,360.02963,District_B,Rural,female,28,4,primary 2,no,yes,no,Company_A,,no,no,,yes,no,no,yes,no,no,,no,no
1707,1,SACCO Account,137.839,District_A,Rural,male,40,6,primary 6,yes,yes,no,,,,,,,,,,,,,,
1707,2,VSLA Account,137.839,District_A,Rural,male,40,6,primary 6,yes,yes,no,,,,,,,,,,,,,,
1708,1,None,108.49101,District_A,Rural,female,63,1,,no,yes,,,,,,,,,,,,,,,
1709,1,VSLA Account,173.20178,District_C,Rural,female,26,3,secondary 3,yes,yes,no,,,,,,no,no,no,no,no,yes,,no,no
1710,1,Mobile Money,188.68604,District_A,Urban,male,45,1,,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,,no,no
1710,2,Bank Account,188.68604,District_A,Urban,male,45,1,,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,,no,no
1711,1,Mobile Money,193.57846,District_C,Rural,male,36,5,primary 3,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,no,no,no,yes,no,no
1711,2,VSLA Account,193.57846,District_C,Rural,male,36,5,primary 3,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,no,no,no,yes,no,no
1712,1,SACCO Account,127.27407,District_A,Urban,female,48,3,primary 3,no,yes,-97,,,,,,,,,,,,,,
1712,2,VSLA Account,127.27407,District_A,Urban,female,48,3,primary 3,no,yes,-97,,,,,,,,,,,,,,
1713,1,Mobile Money,370.81182,District_B,Rural,female,29,5,secondary 3,no,yes,no,Company_A,,no,no,,yes,no,no,yes,no,yes,,no,no
1713,2,VSLA Account,370.81182,District_B,Rural,female,29,5,secondary 3,no,yes,no,Company_A,,no,no,,yes,no,no,yes,no,yes,,no,no
1714,1,None,390.09477,District_C,Rural,male,22,5,primary 6,no,yes,yes,,,,,,,,,,,,,,
1715,1,Mobile Money,152.79772,District_B,Rural,female,53,3,primary 4,no,yes,yes,Company_A,,no,yes,,yes,no,yes,yes,yes,no,,no,no
1715,2,SACCO Account,152.79772,District_B,Rural,female,53,3,primary 4,no,yes,yes,Company_A,,no,yes,,yes,no,yes,yes,yes,no,,no,no
1715,3,VSLA Account,152.79772,District_B,Rural,female,53,3,primary 4,no,yes,yes,Company_A,,no,yes,,yes,no,yes,yes,yes,no,,no,no
1716,1,Mobile Money,216.59077,District_B,Rural,female,45,6,primary 4,no,yes,,Company_B,,no,yes,,yes,no,no,yes,no,no,,no,yes
1716,2,VSLA Account,216.59077,District_B,Rural,female,45,6,primary 4,no,yes,,Company_B,,no,yes,,yes,no,no,yes,no,no,,no,yes
1717,1,Mobile Money,144.45711,District_B,Rural,male,40,7,primary 4,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,no,,yes,no
1717,2,SACCO Account,144.45711,District_B,Rural,male,40,7,primary 4,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,no,,yes,no
1717,3,VSLA Account,144.45711,District_B,Rural,male,40,7,primary 4,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,no,,yes,no
1718,1,Mobile Money,589.76132,District_C,Rural,male,24,5,primary 6,no,yes,no,Company_B Company_C,Company_B,yes,no,no,yes,yes,no,no,no,yes,,no,no
1718,2,SACCO Account,589.76132,District_C,Rural,male,24,5,primary 6,no,yes,no,Company_B Company_C,Company_B,yes,no,no,yes,yes,no,no,no,yes,,no,no
1719,1,Mobile Money,281.29524,District_A,Rural,male,37,6,university,no,yes,no,Company_A Company_B,Company_A,yes,,no,yes,no,no,yes,no,yes,,no,no
1719,2,Bank Account,281.29524,District_A,Rural,male,37,6,university,no,yes,no,Company_A Company_B,Company_A,yes,,no,yes,no,no,yes,no,yes,,no,no
1720,1,Mobile Money,155.75499,District_A,Urban,female,26,3,primary 5,no,yes,no,Company_B,,yes,no,,yes,yes,yes,yes,no,yes,yes,yes,no
1720,2,VSLA Account,155.75499,District_A,Urban,female,26,3,primary 5,no,yes,no,Company_B,,yes,no,,yes,yes,yes,yes,no,yes,yes,yes,no
1721,1,Mobile Money,419.68239,District_B,Rural,female,47,7,primary 3,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,,no,no
1721,2,SACCO Account,419.68239,District_B,Rural,female,47,7,primary 3,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,,no,no
1721,3,VSLA Account,419.68239,District_B,Rural,female,47,7,primary 3,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,,no,no
1722,1,Mobile Money,170.66296,District_A,Urban,male,47,5,university,no,yes,no,Company_A,,yes,no,yes,no,yes,no,yes,no,yes,,yes,no
1722,2,Bank Account,170.66296,District_A,Urban,male,47,5,university,no,yes,no,Company_A,,yes,no,yes,no,yes,no,yes,no,yes,,yes,no
1722,3,VSLA Account,170.66296,District_A,Urban,male,47,5,university,no,yes,no,Company_A,,yes,no,yes,no,yes,no,yes,no,yes,,yes,no
1723,1,SACCO Account,239.87073,District_B,Rural,female,28,4,primary 5,yes,yes,no,,,,no,,no,yes,no,no,no,yes,,no,no
1724,1,Mobile Money,627.73979,District_A,Urban,male,42,7,secondary 2,no,no,no,Company_A Company_B Company_C,Company_B,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no
1724,2,Bank Account,627.73979,District_A,Urban,male,42,7,secondary 2,no,no,no,Company_A Company_B Company_C,Company_B,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no
1724,3,SACCO Account,627.73979,District_A,Urban,male,42,7,secondary 2,no,no,no,Company_A Company_B Company_C,Company_B,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no
1724,4,VSLA Account,627.73979,District_A,Urban,male,42,7,secondary 2,no,no,no,Company_A Company_B Company_C,Company_B,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no
1725,1,Mobile Money,663.18678,District_A,Rural,male,28,7,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no
1725,2,Bank Account,663.18678,District_A,Rural,male,28,7,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no
1726,1,Mobile Money,314.5837,District_C,Rural,male,37,5,primary 6,no,yes,no,Company_B,,yes,no,no,no,yes,no,yes,no,yes,,no,no
1726,2,Bank Account,314.5837,District_C,Rural,male,37,5,primary 6,no,yes,no,Company_B,,yes,no,no,no,yes,no,yes,no,yes,,no,no
1727,1,Mobile Money,290.63758,District_C,Rural,male,41,4,primary 5,no,yes,no,Company_A Company_B,Company_B,no,,,yes,no,no,yes,no,yes,yes,no,no
1727,2,SACCO Account,290.63758,District_C,Rural,male,41,4,primary 5,no,yes,no,Company_A Company_B,Company_B,no,,,yes,no,no,yes,no,yes,yes,no,no
1727,3,VSLA Account,290.63758,District_C,Rural,male,41,4,primary 5,no,yes,no,Company_A Company_B,Company_B,no,,,yes,no,no,yes,no,yes,yes,no,no
1728,1,Mobile Money,371.77595,District_B,Rural,male,36,4,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,,no,no
1728,2,Bank Account,371.77595,District_B,Rural,male,36,4,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,,no,no
1728,3,SACCO Account,371.77595,District_B,Rural,male,36,4,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,,no,no
1728,4,VSLA Account,371.77595,District_B,Rural,male,36,4,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,,no,no
1729,1,VSLA Account,215.0781,District_A,Rural,female,29,4,primary 2,no,yes,yes,,,,,,,,,,,,,,
1730,1,Mobile Money,158.28939,District_C,Rural,female,62,4,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,no,no,yes,no,no,,no,no
1730,2,SACCO Account,158.28939,District_C,Rural,female,62,4,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,no,no,yes,no,no,,no,no
1730,3,VSLA Account,158.28939,District_C,Rural,female,62,4,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,no,no,yes,no,no,,no,no
1731,1,Mobile Money,392.70353,District_B,Rural,male,40,7,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,no,,no,no
1731,2,Bank Account,392.70353,District_B,Rural,male,40,7,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,no,,no,no
1731,3,SACCO Account,392.70353,District_B,Rural,male,40,7,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,no,,no,no
1731,4,VSLA Account,392.70353,District_B,Rural,male,40,7,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,no,,no,no
1732,1,Bank Account,110.89303,District_A,Urban,male,76,4,secondary 2,no,-97,-97,,,,,,,,,,,,,,
1733,1,VSLA Account,4366.0568,District_C,Rural,male,64,3,,no,yes,no,,,,,,,,,,,,,,
1734,1,Bank Account,495.77039,District_C,Rural,female,41,6,primary 4,yes,yes,,,,,no,,no,yes,no,no,no,yes,,no,no
1734,3,SACCO Account,495.77039,District_C,Rural,female,41,6,primary 4,yes,yes,,,,,no,,no,yes,no,no,no,yes,,no,no
1734,4,VSLA Account,495.77039,District_C,Rural,female,41,6,primary 4,yes,yes,,,,,no,,no,yes,no,no,no,yes,,no,no
1735,1,Mobile Money,107.24444,District_C,Rural,female,44,1,primary 6,no,yes,no,Company_B,,no,no,,no,yes,no,no,no,yes,yes,yes,no
1735,2,VSLA Account,107.24444,District_C,Rural,female,44,1,primary 6,no,yes,no,Company_B,,no,no,,no,yes,no,no,no,yes,yes,yes,no
1736,1,None,541.54332,District_C,Rural,female,30,4,primary 3,no,yes,no,,,,,,,,,,,,,,
1737,1,Mobile Money,277.2642,District_B,Rural,male,62,3,,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,no,,no,no
1737,2,Bank Account,277.2642,District_B,Rural,male,62,3,,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,no,,no,no
1738,1,Bank Account,916.52094,District_C,Rural,female,42,2,primary 2,no,,,,,,,,,,,,,,,,
1738,3,SACCO Account,916.52094,District_C,Rural,female,42,2,primary 2,no,,,,,,,,,,,,,,,,
1739,1,Mobile Money,566.05812,District_A,Urban,female,46,6,secondary 3,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,yes,no,no,,no,no
1739,2,Bank Account,566.05812,District_A,Urban,female,46,6,secondary 3,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,yes,no,no,,no,no
1739,3,VSLA Account,566.05812,District_A,Urban,female,46,6,secondary 3,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,yes,no,no,,no,no
1740,1,SACCO Account,45.155556,District_C,Rural,female,37,1,primary 6,no,yes,-97,,,,,,,,,,,,,,
1741,1,None,448.73912,District_B,Rural,female,28,4,primary 6,yes,,,,,,no,,no,yes,no,no,no,no,,no,no
1742,1,Mobile Money,625.85185,District_A,Urban,female,26,4,primary 2,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1743,1,Mobile Money,128.32593,District_A,Rural,female,40,9,primary 6,no,yes,no,Company_A,,yes,yes,,yes,yes,yes,yes,no,yes,yes,no,yes
